1452019135241,-7.968309,5.621872,-2.016021,-0.054388,-0.04426,0.123338,10.102137,52.31464,-74.004241
1452019135241,-7.997041,5.712856,-1.929825,-0.053589,-0.043727,0.122806,12.086486,51.051872,-71.735244
1452019135241,-8.030562,5.617084,-2.016021,-0.050926,-0.055978,0.113751,10.823719,52.67543,-74.004241
1452019135241,-7.992252,5.607506,-2.035175,-0.04267,-0.050385,0.126001,9.019765,51.593055,-75.749626
1452019135241,-7.862959,5.77032,-1.886727,-0.022696,-0.049054,0.115615,11.364905,50.330291,-74.527862
1452019135241,-7.968309,5.717645,-1.862784,-0.070633,-0.027215,0.119077,11.004114,52.495033,-72.433403
1452019135242,-8.006619,5.660181,-1.968134,-0.040273,-0.098323,0.138518,10.462928,51.232265,-73.655166
1452019135242,-7.987464,5.631449,-2.030386,-0.065307,-0.016296,0.107093,11.004114,52.495033,-73.131553
1452019135242,-7.901268,5.794263,-1.953768,-0.022962,-0.07462,0.132659,10.823719,52.67543,-74.353324
1452019135242,-7.958732,5.7368,-1.987289,-0.024826,-0.063435,0.121208,10.643323,51.412662,-72.08432
1452019135242,-7.925211,5.7368,-1.929825,-0.045333,-0.044792,0.111087,10.462928,51.593055,-72.957015
1452019135243,-7.977887,5.717645,-1.91067,-0.056252,-0.03121,0.151568,10.462928,53.03622,-72.957015
1452019135243,-8.006619,5.660181,-1.977711,-0.088743,-0.048255,0.117213,11.364905,52.495033,-73.480628
1452019135243,-7.89648,5.688913,-2.073484,-0.051458,-0.055978,0.139051,11.725695,52.134243,-73.829704
1452019135243,-8.054506,5.463847,-1.905882,-0.012842,-0.077017,0.143312,9.921742,52.855823,-74.178787
1452019135243,-7.973098,5.693702,-1.929825,-0.050926,-0.059174,0.098304,9.921742,51.412662,-73.829704
1452019135243,-8.10718,5.569197,-2.05433,-0.028555,-0.070892,0.14997,8.47858,51.412662,-74.178787
1452019135244,-8.059294,5.554831,-1.901093,-0.024294,-0.063967,0.141981,11.004114,53.216613,-73.829704
1452019135244,-8.423232,5.358497,-1.608985,-0.220572,-0.047988,0.063949,10.282533,52.134243,-73.131553
1452019135244,-9.376173,4.458231,-0.062252,0.688645,-0.850677,0.298843,9.560952,53.577404,-74.876937
1452019135244,-9.907711,5.037657,1.019982,0.256674,-1.224324,-0.454843,4.690278,50.510684,-73.306091
1452019135244,-9.730532,5.075966,2.15968,-0.335888,-1.661622,-0.770699,-1.262767,49.969497,-73.131553
1452019135245,-7.570851,4.271473,2.504462,-0.369977,-1.808897,-0.64686,-5.953045,49.608707,-74.876937
1452019135245,-4.506117,3.04558,3.194028,-0.090075,-1.495172,-0.308633,-8.47858,51.412662,-75.226013
1452019135245,-3.007271,1.709547,4.8509,-0.361189,-0.593146,-0.164288,-15.513997,52.31464,-70.862556
1452019135245,-2.628968,1.087023,5.684124,-0.061579,-0.206449,-0.078,-17.317949,51.593055,-72.60794
1452019135245,-3.098255,0.799704,7.024946,-0.200331,-0.010171,0.041045,-16.415973,51.773452,-72.782478
1452019135245,-3.093466,0.627313,7.178183,0.015122,-0.134276,0.029327,-16.596368,51.953849,-73.306091
1452019135246,-2.949807,0.646467,6.857343,-0.151861,-0.04426,0.071139,-16.596368,51.232265,-73.655166
1452019135246,-2.777415,0.53154,6.910018,-0.094602,-0.068229,0.129996,-15.874787,51.593055,-72.258865
1452019135246,-3.021636,0.407035,6.819034,-0.063975,-0.119362,0.201636,-17.498344,50.691082,-73.480628
1452019135246,-2.897132,0.363937,7.024946,-0.039474,0.014331,0.112153,-15.874787,51.593055,-72.258865
1452019135246,-3.012059,0.316051,6.862132,-0.007516,-0.120161,0.150769,-16.415973,49.969497,-71.037094
1452019135247,-2.930652,0.493231,6.93875,-0.11644,0.013265,0.101234,-17.137554,52.134243,-72.08432
1452019135247,-3.036002,0.330417,6.900441,-0.080754,-0.026683,0.108158,-16.235576,51.593055,-73.306091
1452019135247,-2.925864,0.392669,7.125507,-0.069036,-0.050918,0.104962,-17.317949,52.31464,-72.258865
1452019135247,-2.921075,0.239432,6.852554,-0.013375,-0.062902,0.155563,-14.972811,51.051872,-72.08432
1452019135247,-2.997693,0.196335,7.182971,0.02178,-0.030145,0.115082,-15.874787,51.953849,-72.957015
1452019135247,-2.940229,0.397458,6.929173,-0.047996,-0.116166,0.101766,-15.874787,52.67543,-72.957015
1452019135248,-2.911498,0.205912,6.871709,0.037226,-0.114835,0.117745,-16.415973,52.134243,-71.735244
